"_unnamed_var","building_id","state","county","city","zip","address","area_sq_ft","year_built","building_type","cooling_system_type","heating_system_type","heating_fuel_type","energy_use_intensity","energy_efficiency_potential","total_site_energy_GJ","total_source_energy_GJ","geocoded","geometry"
2665,6021005030081,KY,Caldwell,DAWSON SPRINGS,42408,766 ALEXANDER RD DAWSON SPRINGS KY 42408,0,,SingleFamily,NONE,NONE,Unknown,877.896926386566,,1223.280029296875,3874.1201171875,"(37.1167106, -87.70796700000001)",POINT(37.1167106 -87.707967)
2925,6021005031173,KY,Caldwell,DAWSON SPRINGS,42408,31 AMON LISANBY RD DAWSON SPRINGS KY 42408,0,,SingleFamily,NONE,NONE,Unknown,386.003520306403,,5827.18994140625,14941.5,"(37.1185424, -87.72051330000001)",POINT(37.1185424 -87.7205133)
9916,6019004571663,KY,Muhlenberg,GRAHAM,42344,432 ELI LN GRAHAM KY 42344,896,,SingleFamily,NONE,NONE,Unknown,148.392294178838,,74.989997863769531,165.97000122070312,"(37.1352279, -87.30931509999999)",POINT(37.1352279 -87.3093151)
14376,6019004572974,KY,Muhlenberg,GRAHAM,42344,322 ELI LN GRAHAM KY 42344,980,,SingleFamily,NONE,NONE,Unknown,151.627158480743,EE_MED,75.589996337890625,164.94000244140625,"(37.1352279, -87.30931509999999)",POINT(37.1352279 -87.3093151)
6918,6019004570006,KY,Muhlenberg,GRAHAM,42344,430 ELI LN GRAHAM KY 42344,1856,,SingleFamily,NONE,NONE,Unknown,293.761102818858,EE_MED,474.08999633789057,940.90002441406239,"(37.1352279, -87.30931509999999)",POINT(37.1352279 -87.3093151)
6919,6019004564881,KY,Muhlenberg,GRAHAM,42344,430 ELI LN GRAHAM KY 42344,1856,,SingleFamily,NONE,NONE,Unknown,251.441938079188,EE_MED,585.030029296875,1184.300048828125,"(37.1352279, -87.30931509999999)",POINT(37.1352279 -87.3093151)
3473,6019004572841,KY,Muhlenberg,GRAHAM,42344,492 ELI LN GRAHAM KY 42344,512,,SingleFamily,NONE,NONE,Unknown,110.943479335959,EE_LOW,166.77999877929688,380.14999389648438,"(37.1352279, -87.30931509999999)",POINT(37.1352279 -87.3093151)
9917,6019004578091,KY,Muhlenberg,GRAHAM,42344,432 ELI LN GRAHAM KY 42344,896,,SingleFamily,NONE,NONE,Unknown,124.079317805228,,150.94000244140625,333.32000732421875,"(37.1352279, -87.30931509999999)",POINT(37.1352279 -87.3093151)
14374,6019004569282,KY,Muhlenberg,GRAHAM,42344,322 ELI LN GRAHAM KY 42344,980,,SingleFamily,NONE,NONE,Unknown,348.827724495062,EE_MED,290.20999145507807,511.95001220703131,"(37.1352279, -87.30931509999999)",POINT(37.1352279 -87.3093151)
14375,6019004568613,KY,Muhlenberg,GRAHAM,42344,322 ELI LN GRAHAM KY 42344,980,,SingleFamily,NONE,NONE,Unknown,550.203734671126,EE_MED,117,196.41000366210935,"(37.1352279, -87.30931509999999)",POINT(37.1352279 -87.3093151)
3472,6019004568612,KY,Muhlenberg,GRAHAM,42344,492 ELI LN GRAHAM KY 42344,512,,SingleFamily,NONE,NONE,Unknown,127.182956657282,EE_LOW,141.69999694824219,310.35000610351562,"(37.1352279, -87.30931509999999)",POINT(37.1352279 -87.3093151)
2132,6021005038659,KY,Caldwell,DAWSON SPRINGS,42408,14251 DAWSON RD DAWSON SPRINGS KY 42408,0,,SingleFamily,NONE,NONE,Unknown,1223.85175853376,,3380.610107421875,10193.009765625,"(37.1396637, -87.77096189999999)",POINT(37.1396637 -87.7709619)
7839,6021005095591,KY,Hopkins,DAWSON SPRINGS,42408,1105 HOSPITAL RD DAWSON SPRINGS KY 42408,850,,SingleFamily,WA,NONE,Unknown,85.2442607900902,EE_MED,105.73000335693359,227.97000122070312,"(37.1569068, -87.68290239999999)",POINT(37.1569068 -87.6829024)
10063,6021005098858,KY,Hopkins,DAWSON SPRINGS,42408,155 S RUSSELL ST DAWSON SPRINGS KY 42408,1152,,SingleFamily,WA,NONE,Unknown,695.524986717879,EE_LOW,906.90002441406239,2872.159912109375,"(37.1578416, -87.68363409999999)",POINT(37.1578416 -87.6836341)
2075,6021005036836,KY,Caldwell,DAWSON SPRINGS,42408,111 COPELAND RD DAWSON SPRINGS KY 42408,0,,SingleFamily,NONE,NONE,Unknown,500.253196146443,,241.66999816894528,457.5,"(37.1595375, -87.72497510000001)",POINT(37.1595375 -87.7249751)
2466,6021005096076,KY,Hopkins,DAWSON SPRINGS,42408,109 KENTUCKY AVE DAWSON SPRINGS KY 42408,0,,SingleFamily,NONE,NONE,Unknown,500.498897148481,,5278.919921875,13796.9697265625,"(37.1595956, -87.68938159999999)",POINT(37.1595956 -87.6893816)
9941,6021005096399,KY,Hopkins,DAWSON SPRINGS,42408,610 SCOTT ST DAWSON SPRINGS KY 42408,896,,SingleFamily,WA,NONE,Unknown,319.621482687517,EE_MED,205.82000732421875,351.98001098632807,"(37.1598569, -87.68961569999999)",POINT(37.1598569 -87.6896157)
9942,6021005096088,KY,Hopkins,DAWSON SPRINGS,42408,610 SCOTT ST DAWSON SPRINGS KY 42408,896,,SingleFamily,WA,NONE,Unknown,83.9293535077319,EE_MED,127.11000061035156,270.66000366210938,"(37.1598569, -87.68961569999999)",POINT(37.1598569 -87.6896157)
2173,6021005032427,KY,Caldwell,DAWSON SPRINGS,42408,17228 DAWSON RD DAWSON SPRINGS KY 42408,0,,SingleFamily,NONE,NONE,Unknown,74.2908248646204,,129.64999389648438,239.96000671386719,"(37.1598846, -87.72939799999999)",POINT(37.1598846 -87.729398)
11975,6021005096829,KY,Hopkins,DAWSON SPRINGS,42408,400 RIVER ST DAWSON SPRINGS KY 42408,936,,SingleFamily,,NONE,Unknown,547.179378309643,,1034.56005859375,2368.449951171875,"(37.1601513, -87.69483960000001)",POINT(37.1601513 -87.6948396)
11976,6021005097476,KY,Hopkins,DAWSON SPRINGS,42408,400 RIVER ST DAWSON SPRINGS KY 42408,936,,SingleFamily,,NONE,Unknown,207.215144911206,,280.77999877929688,502.51998901367193,"(37.1601513, -87.69483960000001)",POINT(37.1601513 -87.6948396)
14920,6021005096202,KY,Hopkins,DAWSON SPRINGS,42408,506 HOSPITAL RD DAWSON SPRINGS KY 42408,1500,,SingleFamily,,NONE,Unknown,53.7622744625096,EE_LOW,65.930000305175781,132.91999816894531,"(37.16074589999999, -87.6904359)",POINT(37.1607459 -87.6904359)
2176,6021005033677,KY,Caldwell,DAWSON SPRINGS,42408,17721 DAWSON RD DAWSON SPRINGS KY 42408,0,,SingleFamily,NONE,NONE,Unknown,453.186983548678,,1659.97998046875,3913.97998046875,"(37.1607841, -87.72116749999999)",POINT(37.1607841 -87.7211675)
15569,6021005032586,KY,Caldwell,DAWSON SPRINGS,42408,17673 DAWSON RD DAWSON SPRINGS KY 42408,1002,,SingleFamily,NONE,NONE,Unknown,1323.23236852878,,804.08001708984364,2546.510009765625,"(37.1608314, -87.72090779999999)",POINT(37.1608314 -87.7209078)
15568,6021005029020,KY,Caldwell,DAWSON SPRINGS,42408,17673 DAWSON RD DAWSON SPRINGS KY 42408,1002,,SingleFamily,NONE,NONE,Unknown,894.73446536197,,1187.43994140625,2630.93994140625,"(37.1608314, -87.72090779999999)",POINT(37.1608314 -87.7209078)
6088,6021005096696,KY,Hopkins,DAWSON SPRINGS,42408,504 SCOTT ST DAWSON SPRINGS KY 42408,1072,,SingleFamily,,NONE,Unknown,42.829977488438,EE_MED,65.870002746582031,137.94000244140625,"(37.1609181, -87.69069089999999)",POINT(37.1609181 -87.6906909)
2435,6021005032161,KY,Caldwell,DAWSON SPRINGS,42408,906 GALLOWAY RD DAWSON SPRINGS KY 42408,0,,SingleFamily,NONE,NONE,Unknown,202.40821858792,,378.45001220703131,1149.1800537109375,"(37.1616161, -87.70785149999999)",POINT(37.1616161 -87.7078515)
2436,6021005029517,KY,Caldwell,DAWSON SPRINGS,42408,906 GALLOWAY RD DAWSON SPRINGS KY 42408,0,,SingleFamily,NONE,NONE,Unknown,84.3450476945177,,196.66000366210935,524.780029296875,"(37.1616161, -87.70785149999999)",POINT(37.1616161 -87.7078515)
14919,6021005032160,KY,Caldwell,DAWSON SPRINGS,42408,353 GALLOWAY RD DAWSON SPRINGS KY 42408,1500,,SingleFamily,NONE,NONE,Unknown,1257.66849568004,,364.23001098632807,878.77001953125,"(37.1621164, -87.71798369999999)",POINT(37.1621164 -87.7179837)
3536,6021005037197,KY,Caldwell,DAWSON SPRINGS,42408,75 MEADOWS CEMETERY RD DAWSON SPRINGS KY 42408,1024,,SingleFamily,NONE,NONE,Unknown,582.474831469482,,1006.97998046875,3189.1201171875,"(37.1631772, -87.71342279999999)",POINT(37.1631772 -87.7134228)
15437,6021005095284,KY,Hopkins,DAWSON SPRINGS,42408,414 S MAIN ST DAWSON SPRINGS KY 42408,1256,,SingleFamily,NONE,NONE,Unknown,627.194837495768,EE_MED,1126.6199951171875,3555.219970703125,"(37.1633161, -87.68760069999999)",POINT(37.1633161 -87.6876007)
11034,6021005095758,KY,Hopkins,DAWSON SPRINGS,42408,311 POPLAR ST DAWSON SPRINGS KY 42408,1172,,SingleFamily,NONE,NONE,Unknown,163.522956227246,,219.69000244140625,465.3900146484375,"(37.1661643, -87.68938159999999)",POINT(37.1661643 -87.6893816)
274,6021005096203,KY,Hopkins,DAWSON SPRINGS,42408,323 ELI ST DAWSON SPRINGS KY 42408,0,,Other,NONE,NONE,Unknown,234.220473817891,,543.95001220703125,1065.8299560546875,"(37.1664337, -87.68656089999999)",POINT(37.1664337 -87.6865609)
270,6021005098796,KY,Hopkins,DAWSON SPRINGS,42408,318 ELI ST DAWSON SPRINGS KY 42408,0,,Other,NONE,NONE,Unknown,482.522657590035,,680.8599853515625,2152.429931640625,"(37.1665376, -87.68760069999999)",POINT(37.1665376 -87.6876007)
271,6021005095055,KY,Hopkins,DAWSON SPRINGS,42408,318 ELI ST DAWSON SPRINGS KY 42408,0,,Other,NONE,NONE,Unknown,493.880333545349,,686.3499755859375,2170.02001953125,"(37.1665376, -87.68760069999999)",POINT(37.1665376 -87.6876007)
1458,6021005095199,KY,Hopkins,DAWSON SPRINGS,42408,133 S MAIN ST DAWSON SPRINGS KY 42408,0,,Other,NONE,NONE,Unknown,393.028962780667,,1268.739990234375,2842.080078125,"(37.16665200000001, -87.6913358)",POINT(37.166652 -87.6913358)
1459,6021005098333,KY,Hopkins,DAWSON SPRINGS,42408,133 S MAIN ST DAWSON SPRINGS KY 42408,0,,Other,NONE,NONE,Unknown,213.038422073143,,918.72998046875,1810.6600341796875,"(37.16665200000001, -87.6913358)",POINT(37.166652 -87.6913358)
2790,6021005098652,KY,Hopkins,DAWSON SPRINGS,42408,300 W ARCADIA AVE DAWSON SPRINGS KY 42408,0,,Other,NONE,NONE,Unknown,409.908709778036,,1357.780029296875,3136.0400390625,"(37.1666792, -87.69381930000002)",POINT(37.1666792 -87.6938193)
9951,6021005097456,KY,Hopkins,DAWSON SPRINGS,42408,321 W HALL ST DAWSON SPRINGS KY 42408,896,,SingleFamily,NONE,NONE,Unknown,86.3636455387043,EE_MED,97.410003662109361,258.3900146484375,"(37.16695380000001, -87.6963729)",POINT(37.1669538 -87.6963729)
2696,6021005098024,KY,Hopkins,DAWSON SPRINGS,42408,111 W ARCADIA AVE DAWSON SPRINGS KY 42408,0,,Other,WA,NONE,Unknown,305.530077607868,,2747.699951171875,6364.68017578125,"(37.1669755, -87.69268339999999)",POINT(37.1669755 -87.6926834)
269,6021005096389,KY,Hopkins,DAWSON SPRINGS,42408,317 ELI ST DAWSON SPRINGS KY 42408,0,,SingleFamily,NONE,NONE,Unknown,177.647834224977,,12459.5595703125,36059.48046875,"(37.1674464, -87.68808200000001)",POINT(37.1674464 -87.688082)
268,6021005096433,KY,Hopkins,DAWSON SPRINGS,42408,317 ELI ST DAWSON SPRINGS KY 42408,0,,SingleFamily,NONE,NONE,Unknown,136.43044292063,,27950.7890625,77277.546875,"(37.1674464, -87.68808200000001)",POINT(37.1674464 -87.688082)
14123,6021005098377,KY,Hopkins,DAWSON SPRINGS,42408,314 W HALL ST DAWSON SPRINGS KY 42408,720,,SingleFamily,NONE,NONE,Unknown,335.292033285866,,390.23001098632807,736.719970703125,"(37.1675527, -87.69625459999999)",POINT(37.1675527 -87.6962546)
3063,6021005039236,KY,Caldwell,DAWSON SPRINGS,42408,774 WHITE SCHOOL RD DAWSON SPRINGS KY 42408,0,,SingleFamily,NONE,NONE,Unknown,353.885645293339,,115.80999755859376,182.78999328613281,"(37.1683978, -87.74086489999999)",POINT(37.1683978 -87.7408649)
12924,6021005097602,KY,Hopkins,DAWSON SPRINGS,42408,201 E ARCADIA AVE DAWSON SPRINGS KY 42408,700,,SingleFamily,NONE,NONE,Unknown,422.262479614122,,187.1000061035156,343.57000732421875,"(37.1684414, -87.69138389999999)",POINT(37.1684414 -87.6913839)
1417,6021005095287,KY,Hopkins,DAWSON SPRINGS,42408,104 HUNTER ST DAWSON SPRINGS KY 42408,0,,MultiFamily,NONE,NONE,Unknown,274.145843812056,,336.66000366210938,669.5,"(37.16875270000001, -87.6917979)",POINT(37.1687527 -87.6917979)
2906,6021005096816,KY,Hopkins,DAWSON SPRINGS,42408,208 E RAILROAD AVE DAWSON SPRINGS KY 42408,0,,Other,NONE,NONE,Unknown,116.107102954401,,532.47998046875,1131.449951171875,"(37.1688535, -87.69072419999999)",POINT(37.1688535 -87.6907242)
2907,6021005097230,KY,Hopkins,DAWSON SPRINGS,42408,208 E RAILROAD AVE DAWSON SPRINGS KY 42408,0,,Other,NONE,NONE,Unknown,221.178861586147,,556.71002197265625,1098.8299560546875,"(37.1688535, -87.69072419999999)",POINT(37.1688535 -87.6907242)
1425,6021005096958,KY,Hopkins,DAWSON SPRINGS,42408,108 HUNTER ST DAWSON SPRINGS KY 42408,0,,Other,NONE,NONE,Unknown,200.648550724638,,1130.47998046875,2324.030029296875,"(37.1689223, -87.69191339999999)",POINT(37.1689223 -87.6919134)
1430,6021005095234,KY,Hopkins,DAWSON SPRINGS,42408,111 E HALL ST DAWSON SPRINGS KY 42408,0,,SingleFamily,NONE,NONE,Unknown,317.502491622466,,214.16000366210935,378.42999267578131,"(37.1693845, -87.69364530000001)",POINT(37.1693845 -87.6936453)
1431,6021005094322,KY,Hopkins,DAWSON SPRINGS,42408,111 E HALL ST DAWSON SPRINGS KY 42408,0,,SingleFamily,NONE,NONE,Unknown,232.437910575399,,409.8699951171875,827.15997314453125,"(37.1693845, -87.69364530000001)",POINT(37.1693845 -87.6936453)
1527,6021005097596,KY,Hopkins,DAWSON SPRINGS,42408,210 LOCUST ST DAWSON SPRINGS KY 42408,0,,SingleFamily,NONE,NONE,Unknown,97.0969044356841,,109.08000183105467,228.77999877929688,"(37.1701355, -87.69191339999999)",POINT(37.1701355 -87.6919134)
9150,6021005097557,KY,Hopkins,DAWSON SPRINGS,42408,305 N PARKER ST DAWSON SPRINGS KY 42408,880,,SingleFamily,CE,NONE,Unknown,381.580568991909,,366.92001342773438,709.72998046875,"(37.1702766, -87.68840929999999)",POINT(37.1702766 -87.6884093)
9517,6021005094528,KY,Hopkins,DAWSON SPRINGS,42408,303 FLOWER ST DAWSON SPRINGS KY 42408,888,,SingleFamily,WA,NONE,Unknown,133.917770130579,EE_MED,178.66000366210938,387.8900146484375,"(37.1702886, -87.68902539999999)",POINT(37.1702886 -87.6890254)
15031,6021005094459,KY,Hopkins,DAWSON SPRINGS,42408,304 FLOWER ST DAWSON SPRINGS KY 42408,992,,SingleFamily,WA,NONE,Unknown,256.106204029708,EE_LOW,385.22000122070312,747.6300048828125,"(37.1704619, -87.68933349999999)",POINT(37.1704619 -87.6893335)
9472,6021005098080,KY,Hopkins,DAWSON SPRINGS,42408,308 FLOWER ST DAWSON SPRINGS KY 42408,1398,,SingleFamily,WA,NONE,Unknown,300.408737267672,EE_MED,457.5,904.65002441406239,"(37.1707092, -87.68914099999999)",POINT(37.1707092 -87.689141)
10950,6021005094185,KY,Hopkins,DAWSON SPRINGS,42408,316 E KEIGAN ST DAWSON SPRINGS KY 42408,914,,SingleFamily,WA,NONE,Unknown,83.1930783206935,EE_MED,103.5,275.16000366210938,"(37.1707391, -87.69068120000001)",POINT(37.1707391 -87.6906812)
5506,6021005096814,KY,Hopkins,DAWSON SPRINGS,42408,318 E KEIGAN ST DAWSON SPRINGS KY 42408,804,,SingleFamily,NONE,NONE,Unknown,261.860782959257,EE_MED,264.45999145507807,509.41000366210938,"(37.1708932, -87.69053679999999)",POINT(37.1708932 -87.6905368)
2841,6021005097789,KY,Hopkins,DAWSON SPRINGS,42408,507 E ARCADIA AVE DAWSON SPRINGS KY 42408,0,,Other,NONE,NONE,Unknown,86.4834226270184,,203.38999938964844,473.45001220703131,"(37.1709899, -87.68636839999999)",POINT(37.1709899 -87.6863684)
7350,6021005097220,KY,Hopkins,DAWSON SPRINGS,42408,317 W KEIGAN ST DAWSON SPRINGS KY 42408,840,,SingleFamily,NONE,NONE,Unknown,270.586006768438,,548.55999755859375,1056.280029296875,"(37.1711575, -87.69103299999999)",POINT(37.1711575 -87.691033)
11799,6021005095047,KY,Hopkins,DAWSON SPRINGS,42408,318 E HALL ST DAWSON SPRINGS KY 42408,1188,,SingleFamily,,NONE,Unknown,227.322719748336,EE_MED,325.8900146484375,578.260009765625,"(37.1713449, -87.69172089999999)",POINT(37.1713449 -87.6917209)
1174,6021005097411,KY,Hopkins,DAWSON SPRINGS,42408,305 CROSS ST DAWSON SPRINGS KY 42408,0,,SingleFamily,NONE,NONE,Unknown,96.8045069121464,,46,99.9000015258789,"(37.1715152, -87.68971859999999)",POINT(37.1715152 -87.6897186)
1173,6021005097460,KY,Hopkins,DAWSON SPRINGS,42408,305 CROSS ST DAWSON SPRINGS KY 42408,0,,SingleFamily,NONE,NONE,Unknown,60.4583390149783,,53.729999542236328,106.98999786376952,"(37.1715152, -87.68971859999999)",POINT(37.1715152 -87.6897186)
1175,6021005095704,KY,Hopkins,DAWSON SPRINGS,42408,305 CROSS ST DAWSON SPRINGS KY 42408,0,,SingleFamily,NONE,NONE,Unknown,66.2234887640877,,61.330001831054688,120.4499969482422,"(37.1715152, -87.68971859999999)",POINT(37.1715152 -87.6897186)
2850,6021005098240,KY,Hopkins,DAWSON SPRINGS,42408,670 E ARCADIA AVE DAWSON SPRINGS KY 42408,0,,Other,NONE,NONE,Unknown,70.9353086201509,,589.17999267578125,1661.1300048828125,"(37.1717288, -87.68242099999999)",POINT(37.1717288 -87.682421)
7295,6021005094460,KY,Hopkins,DAWSON SPRINGS,42408,400 E HALL ST DAWSON SPRINGS KY 42408,840,,SingleFamily,NONE,NONE,Unknown,109.964126365772,,100.12999725341795,204.44000244140625,"(37.1717496, -87.69155719999999)",POINT(37.1717496 -87.6915572)
14126,6021005096898,KY,Hopkins,DAWSON SPRINGS,42408,402 E HALL ST DAWSON SPRINGS KY 42408,720,,SingleFamily,NONE,NONE,Unknown,117.698552874817,,92.889999389648452,189.49000549316409,"(37.1718751, -87.69155719999999)",POINT(37.1718751 -87.6915572)
14127,6021005096150,KY,Hopkins,DAWSON SPRINGS,42408,404 E HALL ST DAWSON SPRINGS KY 42408,720,,SingleFamily,NONE,NONE,Unknown,130.947119875496,,90.2699966430664,177.91999816894531,"(37.1720208, -87.69151869999999)",POINT(37.1720208 -87.6915187)
7361,6021005095097,KY,Hopkins,DAWSON SPRINGS,42408,306 ALEXANDER ST DAWSON SPRINGS KY 42408,840,,SingleFamily,WA,NONE,Unknown,97.1770469980229,EE_MED,123.3000030517578,282.70001220703125,"(37.1720867, -87.68898689999999)",POINT(37.1720867 -87.6889869)
2561,6021005095480,KY,Hopkins,DAWSON SPRINGS,42408,307 ALEXANDER ST DAWSON SPRINGS KY 42408,0,,SingleFamily,NONE,NONE,Unknown,179.651457413383,,55.169998168945312,121.58000183105467,"(37.1723812, -87.68853450000002)",POINT(37.1723812 -87.6885345)
2299,6021005096854,KY,Hopkins,DAWSON SPRINGS,42408,412 E WALNUT ST DAWSON SPRINGS KY 42408,0,,SingleFamily,NONE,NONE,Unknown,58.1922649268721,,57.75,112.40000152587892,"(37.1727168, -87.69242059999999)",POINT(37.1727168 -87.6924206)
377,6021005094834,KY,Hopkins,DAWSON SPRINGS,42408,108 PINE ST DAWSON SPRINGS KY 42408,0,,SingleFamily,NONE,NONE,Unknown,132.28052138857,,148.22999572753906,322.79998779296875,"(37.1739049, -87.68783169999999)",POINT(37.1739049 -87.6878317)
6723,6021005097831,KY,Hopkins,DAWSON SPRINGS,42408,109 PINE ST DAWSON SPRINGS KY 42408,832,,SingleFamily,WA,NONE,Unknown,110.091825521378,EE_MED,147.47000122070312,328.95999145507807,"(37.1740378, -87.68821679999999)",POINT(37.1740378 -87.6882168)
12604,6021005096153,KY,Hopkins,DAWSON SPRINGS,42408,602 E HALL ST DAWSON SPRINGS KY 42408,948,,SingleFamily,WA,NONE,Unknown,143.99753977968,,197.3999938964844,321.04998779296875,"(37.1740872, -87.69075819999999)",POINT(37.1740872 -87.6907582)
12603,6021005096073,KY,Hopkins,DAWSON SPRINGS,42408,602 E HALL ST DAWSON SPRINGS KY 42408,948,,SingleFamily,WA,NONE,Unknown,274.239199226915,,84.2699966430664,135.00999450683594,"(37.1740872, -87.69075819999999)",POINT(37.1740872 -87.6907582)
12602,6021005095392,KY,Hopkins,DAWSON SPRINGS,42408,602 E HALL ST DAWSON SPRINGS KY 42408,948,,SingleFamily,WA,NONE,Unknown,178.399972360668,,129.19000244140625,212.66999816894528,"(37.1740872, -87.69075819999999)",POINT(37.1740872 -87.6907582)
4269,6021005095051,KY,Hopkins,DAWSON SPRINGS,42408,111 PINE ST DAWSON SPRINGS KY 42408,780,,SingleFamily,WA,NONE,Unknown,115.833196973854,EE_LOW,118.16000366210938,262.27999877929688,"(37.1742029, -87.68810130000001)",POINT(37.1742029 -87.6881013)
16462,6021005096284,KY,Hopkins,DAWSON SPRINGS,42408,65 FREDERICK RD DAWSON SPRINGS KY 42408,1020,,SingleFamily,WA,NONE,Unknown,187.796294043295,EE_HIGH,308.8900146484375,560.1400146484375,"(37.17443919999999, -87.6808997)",POINT(37.1744392 -87.6808997)
2388,6021005096113,KY,Hopkins,DAWSON SPRINGS,42408,704 E KEIGAN ST DAWSON SPRINGS KY 42408,0,,Other,NONE,NONE,Unknown,974.265516674505,,405.30999755859375,959.11999511718761,"(37.1762439, -87.68844899999999)",POINT(37.1762439 -87.688449)
3247,6021005097920,KY,Hopkins,DAWSON SPRINGS,42408,225 INDUSTRIAL PARK RD DAWSON SPRINGS KY 42408,0,,MultiFamily,NONE,NONE,Unknown,169.009800191175,,1978.6500244140625,4370.509765625,"(37.1765708, -87.68188180000001)",POINT(37.1765708 -87.6818818)
6791,6021005095283,KY,Hopkins,DAWSON SPRINGS,42408,706 UNION GROVE AVE DAWSON SPRINGS KY 42408,1088,,SingleFamily,NONE,NONE,Unknown,207.305866356279,EE_MED,271.64999389648438,500.17999267578131,"(37.1774262, -87.69252949999999)",POINT(37.1774262 -87.6925295)
14189,6021005096853,KY,Hopkins,DAWSON SPRINGS,42408,715 UNION GROVE AVE DAWSON SPRINGS KY 42408,976,,SingleFamily,NONE,NONE,Unknown,773.562351392663,EE_MED,877.6400146484375,2287.780029296875,"(37.1774554, -87.69403109999999)",POINT(37.1774554 -87.6940311)
4023,6021005097696,KY,Hopkins,DAWSON SPRINGS,42408,714 UNION GROVE AVE DAWSON SPRINGS KY 42408,776,,SingleFamily,WA,NONE,Unknown,1013.84829858208,EE_MED,591.6099853515625,1310.949951171875,"(37.17766659999999, -87.6935979)",POINT(37.1776666 -87.6935979)
4024,6021005094701,KY,Hopkins,DAWSON SPRINGS,42408,714 UNION GROVE AVE DAWSON SPRINGS KY 42408,776,,SingleFamily,WA,NONE,Unknown,889.148084217356,EE_MED,1144.489990234375,2516.159912109375,"(37.17766659999999, -87.6935979)",POINT(37.1776666 -87.6935979)
2418,6021005095043,KY,Hopkins,DAWSON SPRINGS,42408,811 E WALNUT ST DAWSON SPRINGS KY 42408,0,,Other,NONE,NONE,Unknown,689.310667176178,,1499.8599853515625,3735.81005859375,"(37.1784869, -87.69171999999999)",POINT(37.1784869 -87.69172)
2419,6021005095968,KY,Hopkins,DAWSON SPRINGS,42408,811 E WALNUT ST DAWSON SPRINGS KY 42408,0,,Other,NONE,NONE,Unknown,974.763971267071,,586.78997802734375,1597.52001953125,"(37.1784869, -87.69171999999999)",POINT(37.1784869 -87.69172)
4414,6021005095701,KY,Hopkins,DAWSON SPRINGS,42408,485 FREDERICK RD DAWSON SPRINGS KY 42408,782,,SingleFamily,NONE,NONE,Unknown,188.709593501777,,381.10000610351562,687.21002197265625,"(37.1792435, -87.68541530000002)",POINT(37.1792435 -87.6854153)
4412,6021005097735,KY,Hopkins,DAWSON SPRINGS,42408,485 FREDERICK RD DAWSON SPRINGS KY 42408,782,,SingleFamily,NONE,NONE,Unknown,95.981039262004,,192.44999694824216,436.98001098632807,"(37.1792435, -87.68541530000002)",POINT(37.1792435 -87.6854153)
4413,6021005097967,KY,Hopkins,DAWSON SPRINGS,42408,485 FREDERICK RD DAWSON SPRINGS KY 42408,782,,SingleFamily,NONE,NONE,Unknown,119.153487904016,,99.870002746582045,221.3800048828125,"(37.1792435, -87.68541530000002)",POINT(37.1792435 -87.6854153)
2717,6021005095934,KY,Hopkins,DAWSON SPRINGS,42408,130 ROSEDALE LN W DAWSON SPRINGS KY 42408,0,,Other,NONE,NONE,Unknown,39.0992750935464,,82.569999694824219,190.07000732421875,"(37.1822304, -87.68415430000002)",POINT(37.1822304 -87.6841543)
2718,6021005096514,KY,Hopkins,DAWSON SPRINGS,42408,130 ROSEDALE LN W DAWSON SPRINGS KY 42408,0,,Other,NONE,NONE,Unknown,40.8915262381767,,44.810001373291016,104.05999755859376,"(37.1822304, -87.68415430000002)",POINT(37.1822304 -87.6841543)
3082,6021005095114,KY,Hopkins,DAWSON SPRINGS,42408,8875 NORTONVILLE RD DAWSON SPRINGS KY 42408,0,,Other,NONE,NONE,Unknown,167.201690129479,,298.30999755859369,483.83999633789057,"(37.1856351, -87.60279109999999)",POINT(37.1856351 -87.6027911)
6740,6021005098383,KY,Hopkins,DAWSON SPRINGS,42408,120 KIRKSEY LN DAWSON SPRINGS KY 42408,832,,SingleFamily,NONE,NONE,Unknown,94.8572453017219,,62.340000152587891,134.07000732421875,"(37.18701300000001, -87.6521999)",POINT(37.187013 -87.6521999)
6741,6021005096079,KY,Hopkins,DAWSON SPRINGS,42408,120 KIRKSEY LN DAWSON SPRINGS KY 42408,832,,SingleFamily,NONE,NONE,Unknown,351.2734460735,,344.19000244140625,672.8499755859375,"(37.18701300000001, -87.6521999)",POINT(37.187013 -87.6521999)
1822,6021005098660,KY,Hopkins,DAWSON SPRINGS,42408,135 KIRKSEY LN DAWSON SPRINGS KY 42408,0,,SingleFamily,NONE,NONE,Unknown,281.786914906241,,480.08999633789057,916.65002441406239,"(37.1873689, -87.65285999999999)",POINT(37.1873689 -87.65286)
3281,6021005094407,KY,Hopkins,DAWSON SPRINGS,42408,1005 INDUSTRIAL PARK RD DAWSON SPRINGS KY 42408,0,,Other,WA,NONE,Unknown,98.5025224122182,,229.58000183105469,511.17001342773438,"(37.1874152, -87.68567519999999)",POINT(37.1874152 -87.6856752)
3282,6021005096729,KY,Hopkins,DAWSON SPRINGS,42408,1005 INDUSTRIAL PARK RD DAWSON SPRINGS KY 42408,0,,Other,WA,NONE,Unknown,177.866254825656,,54.810001373291016,119.20999908447266,"(37.1874152, -87.68567519999999)",POINT(37.1874152 -87.6856752)
